Monitoring point coding,Monitoring point name,city,longitude,latitude,region,GADM
3286A,Qiaobei Logistics Park,Chifeng,118.9359,42.3147,Nei Mongol,CN.NM
3287A,1 Furun Road,Zhenjiang,119.3842,32.1976,Jiangsu,CN.JS
3288A,Daquan Jiedao,Xuzhou,117.4754,34.4422,Jiangsu,CN.JS
3289A,Fangzhou Road,Suzhou,120.743,31.3188,Jiangsu,CN.JS
3290A,Mudu Middle School,Suzhou,120.5031,31.2774,Jiangsu,CN.JS
3291A,Tongzhou Monitoring Station,Nantong,121.067,32.062,Jiangsu,CN.JS
3293A,Moon Plaza,Yancheng,120.1501,33.3367,Jiangsu,CN.JS
3294A,River Diversion Management Office,Yangzhou,119.5653,32.4222,Jiangsu,CN.JS
3295A,Jiangyan District Government Plaza,Taizhou,120.1259,32.5099,Jiangsu,CN.JS
3298A,Conghua Jiekou,Guangzhou,113.5717,23.5491,Guangdong,CN.GD
3299A,Baiyun bamboo material,Guangzhou,113.3472,23.3692,Guangdong,CN.GD
3300A,Baiyun Jiahe,Guangzhou,113.2981,23.237,Guangdong,CN.GD
3301A,Huangpu Science City,Guangzhou,113.4256,23.1716,Guangdong,CN.GD
3302A,Panyu University Town,Guangzhou,113.3942,23.0483,Guangdong,CN.GD
3303A,Nansha Huangge,Guangzhou,113.4922,22.8168,Guangdong,CN.GD
3304A,Nansha Street,Guangzhou,113.5342,22.7896,Guangdong,CN.GD
3305A,lotus,Shenzhen,114.0731,22.559,Guangdong,CN.GD
3306A,Rule of the people,Shenzhen,114.0261,22.6198,Guangdong,CN.GD
3307A,Henggang,Shenzhen,114.1871,22.6451,Guangdong,CN.GD
3308A,Golden Bay,Zhuhai,113.3494,22.0569,Guangdong,CN.GD
3311A,Jianghai Fumin,Jiangmen,113.1075,22.5647,Guangdong,CN.GD
3313A,Gaoyao Lake West,Zhaoqing,112.4575,23.0166,Guangdong,CN.GD
3314A,Huiyang Qiuchang,Huizhou,114.4338,22.8134,Guangdong,CN.GD
3315A,Meron,Meizhou,116.1233,24.2991,Guangdong,CN.GD
3317A,Liangyang Middle School,Yangjiang,111.9765,21.8947,Guangdong,CN.GD
3318A,Fresh and peaceful,Qingyuan,112.9903,23.7403,Guangdong,CN.GD
3319A,Wanjiang Jintai,Dongguan,113.7338,23.0381,Guangdong,CN.GD
3320A,Quxi,Jieyang,116.403,23.5699,Guangdong,CN.GD
3323A,Youth Activity Center,Zhangjiakou,115.2773,40.9724,Hebei,CN.HB
3324A,Hebei Institute of Water Conservancy and Electric Power,Cangzhou,116.8136,38.3004,Hebei,CN.HB
3325A,Yongyang West Road,Tianjin,117.0365,39.3828,Tianjin,CN.TJ
3326A,Xin Lao Lu,Tianjin,117.0296,39.0605,Tianjin,CN.TJ
3327A,Diwei Road,Tianjin,116.9638,38.9375,Tianjin,CN.TJ
3328A,City Meteorological Bureau,Wuhu,118.4209,31.3707,Anhui,CN.AH
3329A,Shannan New District,Huainan,117.0108,32.5893,Anhui,CN.AH
3330A,Duji District Procuratorate,Huaibei,116.8873,33.9836,Anhui,CN.AH
3331A,library,Luzhou,118.3267,32.2634,Anhui,CN.AH
3332A,Bozhou University,Luzhou,115.7633,33.8034,Anhui,CN.AH
3333A,Eighth Middle School,Chizhou,117.5627,30.695,Anhui,CN.AH
3334A,Twelfth Middle School,Chizhou,117.5038,30.6243,Anhui,CN.AH
3335A,Macun Street Office,Jiaozuo,113.3137,35.2641,Henan,CN.HE
3336A,Jiaozuo Technician College,Jiaozuo,113.2465,35.2373,Henan,CN.HE
3337A,Xuchang University,Xu Chang,113.8614,34.0442,Henan,CN.HE
3338A,Furong Square,Xu Chang,113.843,34.0823,Henan,CN.HE
3339A,Xiaoguanlou,Zhumadian,114.0012,33.0412,Henan,CN.HE
3340A,Ihama,Luoyang,112.6005,34.6326,Henan,CN.HE
3341A,China Mobile Industrial Park,Luoyang,112.4951,34.6332,Henan,CN.HE
3342A,Central Primary School,Yichun,128.4741,47.4346,Heilongjiang,CN.HL
3343A,Procuratorate,Yichun,128.6871,47.7369,Heilongjiang,CN.HL
3344A,Shuangzihe Community,Yichun,128.8431,47.8474,Heilongjiang,CN.HL
3345A,Zhongbo Station,Qitaihe,131.0577,45.7879,Heilongjiang,CN.HL
3346A,Ankang,Chongqing,108.3872,31.1628,Chongqing,CN.CQ
3347A,Beishan Road,Chongqing,105.9017,29.3569,Chongqing,CN.CQ
3348A,Chunyang Street,Chongqing,105.839,30.1946,Chongqing,CN.CQ
3349A,Renmin East Road,Chongqing,107.7983,30.6758,Chongqing,CN.CQ
3350A,Tanzikou,Chongqing,106.6479,29.0244,Chongqing,CN.CQ
3351A,Tang Xiang,Chongqing,105.7167,29.7076,Chongqing,CN.CQ
3352A,Taoyuan West Road,Chongqing,107.0732,29.8617,Chongqing,CN.CQ
3353A,Yingbin Avenue,Chongqing,107.3535,29.7287,Chongqing,CN.CQ
3354A,Zhou Bai,Chongqing,108.815,29.5081,Chongqing,CN.CQ
3355A,Zhoujiaba,Chongqing,108.3679,30.8426,Chongqing,CN.CQ
3356A,Bai'anba,Chongqing,108.4319,30.7555,Chongqing,CN.CQ
3357A,Jinbo Road,Chengdu,104.0106,30.6931,Sichuan,CN.SC
3358A,Linjiang Road,Chengdu,103.8458,30.6994,Sichuan,CN.SC
3359A,Huayang,Chengdu,104.0578,30.5225,Sichuan,CN.SC
3360A,South Lake Rescue Station,Zigong,104.7894,29.3194,Sichuan,CN.SC
3361A,Polytechnic University,Leshan,103.7311,29.5628,Sichuan,CN.SC
3362A,Jimo 2,Qingdao,120.5014,36.4034,Shandong,CN.SD
3363A,New District,Zibo,117.9883,36.8372,Shandong,CN.SD
3364A,Municipal Environmental Protection Bureau,Zaozhuang,117.3152,34.8103,Shandong,CN.SD
3365A,"Minfeng Road, Kenli District",Dongying,118.5719,37.565,Shandong,CN.SD
3366A,China Agricultural University,Yantai,121.5206,37.4336,Shandong,CN.SD
3368A,High-tech Experimental School,Weifang,119.1977,36.6872,Shandong,CN.SD
3369A,Development Zone Kindergarten,Linyi,118.3977,35.0278,Shandong,CN.SD
3370A,Shilibao Neighborhood Committee,Linyi,118.3564,35.0215,Shandong,CN.SD
3371A,Development Zone People's Hospital,Texas,116.3728,37.4403,Shandong,CN.SD
3372A,Sun City Middle School,Texas,116.3572,37.4094,Shandong,CN.SD
3374A,Dingtao Senior College,Heze,115.5564,35.0891,Shandong,CN.SD
3375A,Youth Pioneer Park,Kunming,102.8017,24.8336,Yunnan,CN.YN
3376A,Nanyuan Second District,Qu Jing,103.7947,25.462,Yunnan,CN.YN
3377A,Qujing Normal University,Qu Jing,103.7444,25.5261,Yunnan,CN.YN
3378A,Laobian Experimental Middle School,Yingkou,122.371,40.6771,Liaoning,CN.LN
3379A,Bayuquan Civic Activity Center,Yingkou,122.1139,40.2278,Liaoning,CN.LN
3380A,Gansu Normal University for Nationalities,Gannan,102.8914,34.9617,Gansu,CN.GS
3396A,Xiangcheng Longzhong Road,Xiangyang,112.0828,32.0067,Hubei,CN.HU
3397A,High-tech Taiziwan,Xiangyang,112.1214,32.1008,Hubei,CN.HU
3398A,City Forestry Bureau,Huanggang,114.9136,30.4445,Hubei,CN.HU
3399A,Normal university,Hengyang,112.6703,26.882,Hunan,CN.HN
3400A,Longtan Waterworks,North Sea,109.1911,21.4415,Guangxi,CN.GX
3401A,Red Star Community,Nanning,108.4834,22.7618,Guangxi,CN.GX
3402A,City No. 2 Middle School,Liuzhou,109.5422,24.3996,Guangxi,CN.GX
3403A,Startup Building,Guilin,110.1764,25.2381,Guangxi,CN.GX
3404A,North Vocational School,Qinzhou,108.5959,21.9633,Guangxi,CN.GX
3405A,New Century School,Guigang,109.5886,23.1172,Guangxi,CN.GX
3406A,Clifford High School,Baise,106.6085,23.8798,Guangxi,CN.GX
3407A,Xiuzhou Housing and Construction,Jiaxing,120.6916,30.7739,Zhejiang,CN.ZJ
3408A,Shaoxing Technical Secondary School,Shaoxing,120.5683,29.9361,Zhejiang,CN.ZJ
3409A,Keqiao District Government,Shaoxing,120.4906,30.0861,Zhejiang,CN.ZJ
3410A,Chonghua Primary School,Shaoxing,120.8752,30.0249,Zhejiang,CN.ZJ
3411A,Shangyu Middle School,Shaoxing,120.8369,30.0137,Zhejiang,CN.ZJ
3413A,Guangfeng District Education and Sports Bureau,Shangrao,118.1953,28.4401,Jiangxi,CN.JX
3414A,Sanghai Industrial Park,Nanchang,115.8347,28.932,Jiangxi,CN.JX
3415A,Wanzai County Environmental Protection Bureau,Yichun,114.4519,28.0828,Jiangxi,CN.JX
3416A,Weifang University,Weifang,119.1755,36.7149,Shandong,CN.SD
3417A,Pinggu New Town,Beijing,117.0709,40.1465,Beijing,CN.BJ
3418A,Miyun New City,Beijing,116.8336,40.4095,Beijing,CN.BJ
3419A,Baotou Municipal Party School,Baotou,109.9447,40.6261,Nei Mongol,CN.NM
3421A,Municipal Party School,Ulanchabu,113.1775,40.9779,Nei Mongol,CN.NM
3422A,Jiangning Rainbow Bridge,Nanjing,118.8436,31.9198,Jiangsu,CN.JS
3423A,Lishui Yongyang,Nanjing,119.0138,31.6494,Jiangsu,CN.JS
3424A,Gaochun Senior High School,Nanjing,118.879,31.3302,Jiangsu,CN.JS
3425A,Yuexiu Kindergarten,Suzhou,120.624,31.1733,Jiangsu,CN.JS
3426A,Xinhua Bookstore,Huaian,118.8755,33.2894,Jiangsu,CN.JS
3427A,Liuhe Xiongzhou,Nanjing,118.8554,32.3578,Jiangsu,CN.JS
3428A,Huazhuang,Wuxi,120.3142,31.4753,Jiangsu,CN.JS
3429A,Wujin Economic Development Zone,Changzhou,119.8598,31.7066,Jiangsu,CN.JS
3430A,Jintan District,Changzhou,119.5826,31.7245,Jiangsu,CN.JS
3431A,High Speed ​​Rail New Town,Suzhou,120.6505,31.416,Jiangsu,CN.JS
3432A,Environmental Education Pavilion,Nantong,120.9348,31.9883,Jiangsu,CN.JS
3434A,Industry and Trade School,Lianyungang,119.2413,34.6539,Jiangsu,CN.JS
3435A,Zhoushanhe District,Taizhou,119.9192,32.4322,Jiangsu,CN.JS
3436A,Dafeng Senior High School,Yancheng,120.4279,33.205,Jiangsu,CN.JS
3437A,Daban District Environmental Protection Bureau,Urumqi,88.3118,43.3658,Xinjiang Uygur,CN.XJ
3438A,Hongguangshan Area,Urumqi,87.6162,43.8801,Xinjiang Uygur,CN.XJ
3439A,New Normal University Hot Spring Campus,Urumqi,87.7024,43.8004,Xinjiang Uygur,CN.XJ
3440A,Great Green Valley,Urumqi,87.4921,43.8411,Xinjiang Uygur,CN.XJ
3441A,Economic Development Zone Management Committee,Wujiaqu,87.546,44.1912,Xinjiang Uygur,CN.XJ
3442A,Southern District Management Committee,Shihezi,86.047,44.2331,Xinjiang Uygur,CN.XJ
3443A,Huadu Terrace,Guangzhou,113.2902,23.5544,Guangdong,CN.GD
3444A,Chaonan Xiashan,Shantou,116.454,23.2684,Guangdong,CN.GD
3445A,Conghua Liangkou,Guangzhou,113.7858,23.7478,Guangdong,CN.GD
3446A,Zengcheng Licheng,Guangzhou,113.8051,23.2614,Guangdong,CN.GD
3447A,Pingshan,Shenzhen,114.3551,22.7151,Guangdong,CN.GD
3448A,Hengqin,Zhuhai,113.5433,22.1163,Guangdong,CN.GD
3449A,Xinhui Silver Lake,Jiangmen,113.05,22.4667,Guangdong,CN.GD
3450A,Dianbaishuidong,Maoming,111.01,21.5165,Guangdong,CN.GD
3451A,Dinghu Phoenix,Zhaoqing,112.5617,23.2083,Guangdong,CN.GD
3452A,Daya Bay Xia Chong,Huizhou,114.6517,22.775,Guangdong,CN.GD
3453A,Yangdong Taoran,Yangjiang,112.0125,21.8749,Guangdong,CN.GD
3454A,Zhongshan South,Zhongshan,113.3528,22.478,Guangdong,CN.GD
3455A,East Town of Qingcheng,Qingyuan,113.076,23.7198,Guangdong,CN.GD
3456A,Luquan No.1 Middle School,Shijiazhuang,114.289,38.0906,Hebei,CN.HB
3457A,Jidong Oilfield Workers Hospital,Tangshan,118.4359,39.2762,Hebei,CN.HB
3458A,Xiangquan Puyuan Community,Handan,114.7895,36.5593,Hebei,CN.HB
3459A,Surface water plant,Hengshui,115.5989,37.5491,Hebei,CN.HB
3460A,Beihuan Road,Tianjin,117.4067,40.0583,Tianjin,CN.TJ
3461A,Construction road,Tianjin,117.3045,39.7169,Tianjin,CN.TJ
3462A,Binshui East Road,Tianjin,117.8199,39.3521,Tianjin,CN.TJ
3463A,Social Welfare Center,Suzhou,116.9708,33.591,Anhui,CN.AH
3464A,Higher Education Base,Hefei,117.3803,31.9147,Anhui,CN.AH
3465A,Qingyuan Community,Wuhu,118.4781,31.3225,Anhui,CN.AH
3466A,Yangzi Vocational and Technical College,Wuhu,118.2746,31.2326,Anhui,CN.AH
3468A,City Planning Exhibition Hall,Fuyang,115.7901,32.8613,Anhui,CN.AH
3469A,Zaoyuan Community,Fuyang,115.836,32.9183,Anhui,CN.AH
3470A,Xiaduzi Station,Xuancheng,118.7724,30.9141,Anhui,CN.AH
3471A,Huiji District Government,Zhengzhou,113.616563,34.86783,Henan,CN.HE
3473A,Technician College,Kaifeng,114.2485,34.8306,Henan,CN.HE
3474A,Daxin District,Hebi,114.2617,35.6822,Henan,CN.HE
3475A,City Hall,Xinxiang,113.9188,35.3045,Henan,CN.HE
3476A,He Normal University,Xinxiang,113.9135,35.3327,Henan,CN.HE
3477A,Zhongzhan Xuheng Hospital,Jiaozuo,113.1656,35.2539,Henan,CN.HE
3478A,City Library,Luohe,113.9749,33.5664,Henan,CN.HE
3479A,Zhaoling District Health Commission,Luohe,114.0967,33.5906,Henan,CN.HE
3480A,Meixi Town,Yichun,129.1368,47.6417,Heilongjiang,CN.HL
3481A,Saskatchewan government monitoring point,Daqing,125.141,46.634,Heilongjiang,CN.HL
3482A,Furong Middle Road,Chongqing,107.7541,29.3277,Chongqing,CN.CQ
3483A,Xishan,Chongqing,108.7661,29.5368,Chongqing,CN.CQ
3484A,government centre,Chongqing,106.2628,29.32,Chongqing,CN.CQ
3485A,Gaosi Road,Chongqing,107.0944,29.1608,Chongqing,CN.CQ
3486A,Botanical garden,Siping,124.4036,43.1411,Jilin,CN.JL
3487A,Checheng Dongqi Road,Chengdu,104.2394,30.5319,Sichuan,CN.SC
3488A,Qingbaijiang Technician Branch,Chengdu,104.3853,30.7453,Sichuan,CN.SC
3489A,Science City,Chengdu,104.0789,30.4072,Sichuan,CN.SC
3490A,Naxi District Environmental Protection Bureau,Luzhou,105.3617,28.7703,Sichuan,CN.SC
3491A,Primary School Affiliated to Western University of Science and Technology,Mianyang,104.69,31.5322,Sichuan,CN.SC
3492A,Anzhou District Tourism Bureau,Mianyang,104.5648,31.5343,Sichuan,CN.SC
3494A,Jiyang District Government,Jinan,117.1673,36.9782,Shandong,CN.SD
3495A,Jinping Middle School,Jinan,117.1171,36.63,Shandong,CN.SD
3496A,Nanfang New District,Linyi,118.3604,35.1084,Shandong,CN.SD
3498A,Hekou City,Dongying,118.5055,37.8612,Shandong,CN.SD
3500A,North Lake No. 1 Middle School,Jining,116.5814,35.3707,Shandong,CN.SD
3501A,Service Center,Jining,116.8249,35.5593,Shandong,CN.SD
3502A,State Grid New School,Taian,117.1812,36.2275,Shandong,CN.SD
3503A,Traffic Technical School,Taian,117.0313,36.2018,Shandong,CN.SD
3504A,Shandong First Medical University,Taian,117.0829,36.13,Shandong,CN.SD
3505A,Lingang District Management Committee,Weihai,122.1379,37.3414,Shandong,CN.SD
3507A,vocational school,sunshine,119.5328,35.4625,Shandong,CN.SD
3511A,Lingcheng Art Center,Texas,116.5652,37.3319,Shandong,CN.SD
3512A,China Resources Textile,Liaocheng,116.049,36.4674,Shandong,CN.SD
3513A,Kyushu Community,Liaocheng,116.0445,36.4361,Shandong,CN.SD
3514A,Zhonghai Hotel,Binzhou,117.9378,37.3956,Shandong,CN.SD
3515A,Development Zone One Middle School,Binzhou,117.9378,37.3553,Shandong,CN.SD
3516A,Jinhai Sixth Road,Binzhou,118.0917,37.694,Shandong,CN.SD
3520A,Women and Children's Hospital,Shizuishan,106.3495,38.9836,Ningxia Hui,CN.NX
3521A,Shida Highway,Shizuishan,106.7492,39.2069,Ningxia Hui,CN.NX
3522A,Wonju District 15th Elementary School,Guyuan,106.2177,35.9959,Ningxia Hui,CN.NX
3523A,Binhe New District,Yinchuan,106.5105,38.3856,Ningxia Hui,CN.NX
3524A,Cultural and Sports Bureau,Xian,108.6116,34.1164,Shaanxi,CN.SA
3525A,Olympic Sports Center,Xianyang,108.6396,34.4078,Shaanxi,CN.SA
3526A,Wu Hang,Fuzhou,119.5189,25.9664,Fujian,CN.FJ
3527A,Jimei Middle School,Xiamen,118.0958,24.5688,Fujian,CN.FJ
3528A,Tongan Ershi Primary School,Xiamen,118.1493,24.7245,Fujian,CN.FJ
3529A,Chenghua South Road,Quanzhou,118.6333,24.9264,Fujian,CN.FJ
3530A,Xiyangping Road,Zhangzhou,117.6296,24.5314,Fujian,CN.FJ
3531A,tourism Academy,Guilin,110.296,25.1253,Guangxi,CN.GX
3532A,Yulin Teachers College East Campus,Yulin,110.1945,22.6831,Guangxi,CN.GX
3533A,Fu Mian Environmental Protection Bureau,Yulin,110.0527,22.5893,Guangxi,CN.GX
3534A,West Bay,Hezhou,111.4744,24.4553,Guangxi,CN.GX
3535A,Xingbin District Government,guest,109.1781,23.7297,Guangxi,CN.GX
3536A,Twelfth Elementary School,Zunyi,106.8547,27.5919,Guizhou,CN.GZ
3537A,Changzheng Village,Bijie,105.3631,27.3533,Guizhou,CN.GZ
3538A,Sand bar,Qiannan,107.5175,26.2978,Guizhou,CN.GZ
3539A,Guilin Yangzi Railway Station,Haikou,110.5111,19.9736,Hainan,CN.HA
3540A,Junyuezi Station,Sanya,109.7348,18.3443,Hainan,CN.HA
3541A,First Middle School Substation,Danzhou,109.5726,19.5167,Hainan,CN.HA
3542A,Dongpo School Substation,Danzhou,109.5567,19.5187,Hainan,CN.HA
3543A,Yongxing Island Station,Shanghai,112.3466,16.8396,Shanghai,CN.SH
3544A,Fengxian South Bridge New Town,Shanghai,121.4891,30.925,Shanghai,CN.SH
3545A,"Jinsha Road, Yunyang District",Shiyan,110.8054,32.8401,Hubei,CN.HU
3546A,"Zhangjiawan Station, Xiaoting District",Yichang,111.4606,30.552,Hubei,CN.HU
3547A,Longquan Middle School South School,Jingmen,112.1632,31.0138,Hubei,CN.HU
3548A,Xueyuan Road,Jingzhou,112.1655,30.3364,Hubei,CN.HU
3549A,Longfeng New District,Enshishi,109.5061,30.3772,Hubei,CN.HU
3550A,Kunming University,Kunming,102.7997,24.9786,Yunnan,CN.YN
3551A,Jinning District Ecological Environment Branch,Kunming,102.5967,24.6736,Yunnan,CN.YN
3552A,Yuntianhua Headquarters,Kunming,102.6678,24.9856,Yunnan,CN.YN
3557A,Town No. 2 Middle School,Hangzhou,119.9464,30.0494,Zhejiang,CN.ZJ
3558A,City Hall,Hangzhou,119.7183,30.2367,Zhejiang,CN.ZJ
3560A,Keqiao Women's Insurance,Shaoxing,120.4722,30.0415,Zhejiang,CN.ZJ
3561A,Tea mountain,Wenzhou,120.6985,27.9251,Zhejiang,CN.ZJ
3562A,Nanxun District Station,Huzhou,120.4148,30.8538,Zhejiang,CN.ZJ
3564A,Taizhou Vocational College of Science and Technology,Taizhou,121.2568,28.6681,Zhejiang,CN.ZJ
3565A,Yungang Station,Datong,113.1367,40.1122,Shanxi,CN.SX
3566A,library,Datong,113.1186,40.2556,Shanxi,CN.SX
3567A,District One,Datong,113.5931,40.0461,Shanxi,CN.SX
3568A,Xiangyang Primary School,Changzhi,113.06,36.0464,Shanxi,CN.SX
3569A,Tunliu Yizhong,Changzhi,112.8792,36.3144,Shanxi,CN.SX
3570A,Lucheng Fourth Middle School,Changzhi,113.235,36.3489,Shanxi,CN.SX
3571A,A water plant,Shuozhou,112.2931,39.53,Shanxi,CN.SX
3572A,Luancheng District Government,Shijiazhuang,114.6419615,37.9001925,Hebei,CN.HB
3573A,Gaocheng Experimental School,Shijiazhuang,114.8506765,38.0322033,Hebei,CN.HB
3574A,Jingxing Mining District Committee Building,Shijiazhuang,114.0504658,38.0591645,Hebei,CN.HB
3575A,Zhengtai Street Thermal Station,Tangshan,118.09279,39.58089,Hebei,CN.HB
3576A,Fengrun District Government,Tangshan,118.1562,39.8322,Hebei,CN.HB
3577A,Jinshan Primary School,Tangshan,118.43673,39.73809,Hebei,CN.HB
3578A,Government Service Center,Tangshan,118.24498,39.66941,Hebei,CN.HB
3579A,Yongnian District Experimental High School,Handan,114.50634,36.77178,Hebei,CN.HB
3580A,Fengfeng Mine Linshui Police Station,Handan,114.20016,36.44293,Hebei,CN.HB
3581A,Mancheng District Ecological Environment Branch,Baoding,115.31981,38.95208,Hebei,CN.HB
3582A,Qingyuan District Second Middle School,Baoding,115.47694,38.76408,Hebei,CN.HB
3583A,Xushui Geophysical Prospecting Bureau,Baoding,115.62909,39.02311,Hebei,CN.HB
3584A,Rongcheng County Environmental Protection Bureau,Baoding,115.8844,39.0341,Hebei,CN.HB
3585A,Hebei Rongcheng Middle School,Baoding,115.8665,39.0645,Hebei,CN.HB
3586A,Anxin County Civil Affairs Bureau,Baoding,115.923,38.9405,Hebei,CN.HB
3587A,Anxin County Electric Power Bureau,Baoding,115.9324,38.9338,Hebei,CN.HB
3588A,Xiong County Environmental Protection Bureau,Baoding,116.0901,38.9816,Hebei,CN.HB
3589A,Xiong County Land and Resources Bureau,Baoding,116.1105,39.0046,Hebei,CN.HB
3590A,North District Construction Command,Zhengzhou,113.8374,34.5589,Henan,CN.HE
3591A,Shangjie District Government,Zhengzhou,113.30952,34.803229,Henan,CN.HE
3592A,Xiangfu District Ecological Environment Bureau,Kaifeng,114.4644,34.7556,Henan,CN.HE
3593A,Geely Monitoring Station,Luoyang,112.5736,34.8993,Henan,CN.HE
3594A,Shilong District,Pingdingshan,112.8867,33.9116,Henan,CN.HE
3596A,Nanshan Hotel,Hebi,114.1572,35.9603,Henan,CN.HE
3597A,"Xingye Building, Jian'an District",Xu Chang,113.8134,34.1251,Henan,CN.HE
3598A,Fuda Hot Spring Holiday Hotel,Sanmenxia,111.1,34.7167,Henan,CN.HE
3599A,Shuyuan Road,Chongqing,106.2649,29.9851,Chongqing,CN.CQ
3600A,Tiger Peak,Chongqing,106.2339,29.5559,Chongqing,CN.CQ
3601A,Longmen Street,Chongqing,106.0499,29.8342,Chongqing,CN.CQ
3604A,Lanshan Environmental Protection Bureau,sunshine,119.3266,35.1044,Shandong,CN.SD
3605A,Radio monitoring center,Xian,109.09,34.5236,Shaanxi,CN.SA
3606A,Beidu,Xianyang,108.7108,34.46,Shaanxi,CN.SA
3607A,Tongdejiayuan,Xianyang,108.7096,34.2956,Shaanxi,CN.SA
3608A,Chongwen Tower,Xianyang,108.8558,34.4978,Shaanxi,CN.SA
3610A,Masamoto,Chongqing,105.5933,29.4105,Chongqing,CN.CQ
3612A,New Station in Baijiantan District,Karamay,85.1045,45.6899,Xinjiang Uygur,CN.XJ
3613A,Asia Center,Changji,87.3095,44.0142,Xinjiang Uygur,CN.XJ
3614A,Regional Environmental Protection Agency,Hotan area,79.924,37.0877,Xinjiang Uygur,CN.XJ
3615A,Municipal Environmental Protection Bureau,Hotan area,79.9131,37.113,Xinjiang Uygur,CN.XJ
3616A,Central Hospital,Bazhong,106.7616,31.8344,Sichuan,CN.SC
3617A,Economic Development Zone,Guangyuan,105.8047,32.4166,Sichuan,CN.SC
3618A,Jin Sheng,Taiyuan,112.4701,37.782,Shanxi,CN.SX
3619A,Dragon Column,Yangquan,113.617,37.8571,Shanxi,CN.SX
3620A,Zezhou No. 1 Middle School,Jincheng,112.8271,35.4828,Shanxi,CN.SX
3621A,Juying School,Wuhai,106.8288,39.6778,Nei Mongol,CN.NM
3622A,Bihu Villa,Shaoguan,113.5556,24.8082,Guangdong,CN.GD
3623A,Xixiang,Shenzhen,113.8953,22.5861,Guangdong,CN.GD
3624A,Chaonanzizhan,Shantou,116.4069,23.2533,Guangdong,CN.GD
3625A,Ronggui Street Office,Foshan,113.2544,22.7642,Guangdong,CN.GD
3626A,Nancheng Yuanling,Dongguan,113.7533,23.0202,Guangdong,CN.GD
3627A,Dongcheng Main Mountain,Dongguan,113.7875,23.0457,Guangdong,CN.GD
3628A,Writing,Yunfu,112.0336,22.9374,Guangdong,CN.GD
3629A,Century Vocational School,Xining,101.8305,36.5786,Qinghai,CN.QH
3630A,Normal University City West Campus,Xining,101.7413,36.6397,Qinghai,CN.QH
3631A,High-tech Zone,Shijiazhuang,114.6063,38.0266,Hebei,CN.HB
3633A,Rain mountain,Maanshan,118.4918,31.6809,Anhui,CN.AH
3634A,Suzhou College,Suzhou,116.9884,33.6305,Anhui,CN.AH
3635A,He University of Science and Technology Xiyuan Campus,Luoyang,112.3677,34.662,Henan,CN.HE
3636A,Yingcai Primary School,Luoyang,112.4388,34.6781,Henan,CN.HE
3637A,People's Square,Qitaihe,131.0176,45.7761,Heilongjiang,CN.HL
3638A,University of Light Chemical Technology,Zigong,104.7636,29.3338,Sichuan,CN.SC
3639A,City Education Bureau,Deyang,104.4019,31.1244,Sichuan,CN.SC
3642A,South of Shibei District,Qingdao,120.3503,36.0736,Shandong,CN.SD
3643A,North of Licang District,Qingdao,120.3948,36.1805,Shandong,CN.SD
3644A,Sanjin Group,Zibo,117.8661,36.805,Shandong,CN.SD
3645A,Dongfeng Chemical Plant,Zibo,118.0253,36.8406,Shandong,CN.SD
3646A,Victory Station,Dongying,118.4978,37.4623,Shandong,CN.SD
3647A,Heze Medical College,Heze,115.4702,35.2706,Shandong,CN.SD
3648A,Wenwei South Street,Wu Zhong,106.2112,37.9768,Ningxia Hui,CN.NX
3650A,Shapotou District Government Station,Zhongwei,105.1698,37.5162,Ningxia Hui,CN.NX
3651A,Want Want Group,Tongchuan,108.9543,34.8732,Shaanxi,CN.SA
3652A,Northwest Bureau Site,Yan'an,109.4809,36.5786,Shaanxi,CN.SA
3653A,Yunshen Road,Yichang,111.3119,30.7273,Hubei,CN.HU
3654A,Precision Medical Center,Ezhou,114.8094,30.4089,Hubei,CN.HU
3655A,Yangtze River Industrial Park,Xianning,114.3375,29.8683,Hubei,CN.HU
3656A,Fire Brigade,Hangzhou,120.1556,30.2864,Zhejiang,CN.ZJ
3658A,Paojiang Middle School,Shaoxing,120.6153,30.0764,Zhejiang,CN.ZJ
3659A,Bureau of Meteorology,Jinhua,119.656,29.1131,Zhejiang,CN.ZJ
3661A,Baling Bridge,Taiyuan,112.5667,37.8875,Shanxi,CN.SX
3662A,Fu District Youth Activity Center,Qiqihar,123.6333,47.2075,Heilongjiang,CN.HL
3663A,Hongqi Community,Daxinganling area,124.1164,50.4278,Nei Mongol,CN.NM
3664A,Lianyun Jiedao,Lianyungang,119.4172,34.7341,Jiangsu,CN.JS
3665A,Kerala Cultural Center,Kezilesu,76.1658,39.7157,Xinjiang Uygur,CN.XJ
3667A,Water Conservancy Vocational College,Yuncheng,111.0283,35.0547,Shanxi,CN.SX
3668A,Seongnam,Linfen,111.5036,36.0414,Shanxi,CN.SX
3669A,Zuofu Sanitation Station,Anyang,114.4705,36.0637,Henan,CN.HE
3670A,Yudu Park,Yuncheng,111.0522,35.0439,Shanxi,CN.SX
3671A,Three stores in Mentougou,Beijing,116.088,39.9726,Beijing,CN.BJ
3672A,Fengtai Yungang,Beijing,116.1541,39.8204,Beijing,CN.BJ
3673A,Tongzhou Dongguan,Beijing,116.6804,39.9081,Beijing,CN.BJ
3674A,Fangshan Yanshan,Beijing,115.9577,39.7603,Beijing,CN.BJ
3675A,Daxing Old Palace,Beijing,116.4672,39.7733,Beijing,CN.BJ
